gvkey,iid,datadate,tic,prccd,,,
1161,1,20181002,AMD,29.02,,,
1161,1,20181003,AMD,28.43,,,
1161,1,20181004,AMD,27.78,,,
1161,1,20181005,AMD,27.35,,,
1161,1,20181008,AMD,26.46,,,
1161,1,20181009,AMD,27.24,,,
1161,1,20181010,AMD,25,,,
1161,1,20181011,AMD,25.3,,,
1161,1,20181012,AMD,26.34,,,
1161,1,20181015,AMD,26.26,,,
1161,1,20181016,AMD,28.18,,,
1161,1,20181017,AMD,27.3,,,
1161,1,20181018,AMD,26.62,,,
1161,1,20181019,AMD,23.66,,,
1161,1,20181022,AMD,25.03,,,
1161,1,20181023,AMD,25.09,,,
1161,1,20181024,AMD,22.79,,,
1161,1,20181025,AMD,19.27,,,
1161,1,20181026,AMD,17.63,,,
1161,1,20181029,AMD,16.85,,,
1161,1,20181030,AMD,17.2,,,
1161,1,20181031,AMD,18.21,,,
1161,1,20181101,AMD,20.22,,,
1161,1,20181102,AMD,20.23,,,
1161,1,20181105,AMD,19.9,,,
1161,1,20181106,AMD,20.68,,,
1161,1,20181107,AMD,21.84,,,
1161,1,20181108,AMD,21.2,,,
1161,1,20181109,AMD,21.03,,,
1161,1,20181112,AMD,19.03,,,
1161,1,20181113,AMD,19.61,,,
1161,1,20181114,AMD,20.81,,,
1161,1,20181115,AMD,21.49,,,
1161,1,20181116,AMD,20.66,,,
1161,1,20181119,AMD,19.11,,,
1161,1,20181120,AMD,19.21,,,
1161,1,20181121,AMD,18.73,,,
1161,1,20181123,AMD,19.38,,,
1161,1,20181126,AMD,20.08,,,
1161,1,20181127,AMD,21.05,,,
1161,1,20181128,AMD,21.34,,,
1161,1,20181129,AMD,21.43,,,
1161,1,20181130,AMD,21.3,,,
1161,1,20181203,AMD,23.71,,,
1161,1,20181204,AMD,21.12,,,
1161,1,20181206,AMD,21.3,,,
1161,1,20181207,AMD,19.46,,,
1161,1,20181210,AMD,19.99,,,
1161,1,20181211,AMD,19.98,,,
1161,1,20181212,AMD,20.48,,,
1161,1,20181213,AMD,19.86,,,
1161,1,20181214,AMD,19.9,,,
1161,1,20181217,AMD,18.83,,,
1161,1,20181218,AMD,19.5,,,
1161,1,20181219,AMD,18.16,,,
1161,1,20181220,AMD,17.94,,,
1161,1,20181221,AMD,16.93,,,
1161,1,20181224,AMD,16.65,,,
1161,1,20181226,AMD,17.9,,,
1161,1,20181227,AMD,17.49,,,
1161,1,20181228,AMD,17.82,,,
1161,1,20181231,AMD,18.46,,,
1161,1,20190102,AMD,18.83,,,
1161,1,20190103,AMD,17.05,,,
1161,1,20190104,AMD,19,,,
1161,1,20190107,AMD,20.57,,,
1161,1,20190108,AMD,20.75,,,
1161,1,20190109,AMD,20.19,,,
1161,1,20190110,AMD,19.74,,,
1161,1,20190111,AMD,20.27,,,
1161,1,20190114,AMD,20.23,,,
1161,1,20190115,AMD,20.38,,,
1161,1,20190116,AMD,19.73,,,
1161,1,20190117,AMD,20.25,,,
1161,1,20190118,AMD,20.77,,,
1161,1,20190122,AMD,19.76,,,
1161,1,20190123,AMD,19.8,,,
1161,1,20190124,AMD,20.85,,,
1161,1,20190125,AMD,21.93,,,
1161,1,20190128,AMD,20.18,,,
1161,1,20190129,AMD,19.25,,,
1161,1,20190130,AMD,23.09,,,
1161,1,20190131,AMD,24.41,,,
1161,1,20190201,AMD,24.51,,,
1161,1,20190204,AMD,24.13,,,
1161,1,20190205,AMD,23.31,,,
1161,1,20190206,AMD,23.26,,,
1161,1,20190207,AMD,22.67,,,
1161,1,20190208,AMD,23.05,,,
1161,1,20190211,AMD,22.96,,,
1161,1,20190212,AMD,22.82,,,
1161,1,20190213,AMD,22.85,,,
1161,1,20190214,AMD,23.13,,,
1161,1,20190215,AMD,23.68,,,
1161,1,20190219,AMD,23.95,,,
1161,1,20190220,AMD,23.95,,,
1161,1,20190221,AMD,23.92,,,
1161,1,20190222,AMD,24.36,,,
1161,1,20190225,AMD,24.71,,,
1161,1,20190226,AMD,24.21,,,
1161,1,20190227,AMD,23.48,,,
1161,1,20190228,AMD,23.53,,,
1161,1,20190301,AMD,23.68,,,
1161,1,20190304,AMD,23.37,,,
1161,1,20190305,AMD,23.5,,,
1161,1,20190306,AMD,22.41,,,
1161,1,20190307,AMD,22.08,,,
1161,1,20190308,AMD,22.01,,,
1161,1,20190311,AMD,22.96,,,
1161,1,20190312,AMD,23.49,,,
1161,1,20190313,AMD,23.38,,,
1161,1,20190314,AMD,22.82,,,
1161,1,20190315,AMD,23.29,,,
1161,1,20190318,AMD,23.25,,,
1161,1,20190319,AMD,26,,,
1161,1,20190320,AMD,25.7,,,
1161,1,20190321,AMD,27.89,,,
1161,1,20190322,AMD,26.37,,,
1161,1,20190325,AMD,25.97,,,
1161,1,20190326,AMD,25.69,,,
1161,1,20190327,AMD,24.89,,,
1161,1,20190328,AMD,25.06,,,
1161,1,20190329,AMD,25.52,,,
1161,1,20190401,AMD,26.36,,,
1161,1,20190402,AMD,26.75,,,
1161,1,20190403,AMD,29.02,,,
1161,1,20190404,AMD,29.09,,,
1161,1,20190405,AMD,28.98,,,
1161,1,20190408,AMD,28.53,,,
1161,1,20190409,AMD,27.24,,,
1161,1,20190410,AMD,27.83,,,
1161,1,20190411,AMD,27.79,,,
1161,1,20190412,AMD,27.85,,,
1161,1,20190415,AMD,27.33,,,
1161,1,20190416,AMD,27.93,,,
1161,1,20190417,AMD,27.49,,,
1161,1,20190418,AMD,27.68,,,
1161,1,20190422,AMD,28.18,,,
1161,1,20190423,AMD,27.97,,,
1161,1,20190424,AMD,28.46,,,
1161,1,20190425,AMD,27.66,,,
1161,1,20190426,AMD,27.88,,,
1161,1,20190429,AMD,27.69,,,
1161,1,20190430,AMD,27.63,,,
1161,1,20190501,AMD,26.81,,,
1161,1,20190502,AMD,28.29,,,
1161,1,20190503,AMD,28.22,,,
1161,1,20190506,AMD,27.42,,,
1161,1,20190507,AMD,26.66,,,
1161,1,20190508,AMD,27.09,,,
1161,1,20190509,AMD,27.21,,,
1161,1,20190510,AMD,27.96,,,
1161,1,20190513,AMD,26.24,,,
1161,1,20190514,AMD,27.32,,,
1161,1,20190515,AMD,27.58,,,
1161,1,20190516,AMD,28.01,,,
1161,1,20190517,AMD,27.5,,,
1161,1,20190520,AMD,26.68,,,
1161,1,20190521,AMD,27.35,,,
1161,1,20190522,AMD,27.41,,,
1161,1,20190523,AMD,26.36,,,
1161,1,20190524,AMD,26.44,,,
1161,1,20190528,AMD,29.03,,,
1161,1,20190529,AMD,28.09,,,
1161,1,20190530,AMD,28.03,,,
1161,1,20190531,AMD,27.41,,,
1161,1,20190603,AMD,27.58,,,
1161,1,20190604,AMD,29.57,,,
1161,1,20190605,AMD,29.5,,,
1161,1,20190606,AMD,31.82,,,
1161,1,20190607,AMD,32.41,,,
1161,1,20190610,AMD,33.23,,,
1161,1,20190611,AMD,32.41,,,
1161,1,20190612,AMD,32.18,,,
1161,1,20190613,AMD,31.39,,,
1161,1,20190614,AMD,30.36,,,
1161,1,20190617,AMD,29.2,,,
1161,1,20190618,AMD,30.45,,,
1161,1,20190619,AMD,30.5,,,
1161,1,20190620,AMD,30.01,,,
1161,1,20190621,AMD,29.1,,,
1161,1,20190624,AMD,29.26,,,
1161,1,20190625,AMD,28.86,,,
1161,1,20190626,AMD,29.92,,,
1161,1,20190627,AMD,30.74,,,
1161,1,20190628,AMD,30.37,,,
1161,1,20190701,AMD,31.2,,,
1161,1,20190702,AMD,31.24,,,
1161,1,20190703,AMD,31.19,,,
1161,1,20190705,AMD,31.5,,,
1161,1,20190708,AMD,32.04,,,
1161,1,20190709,AMD,33.15,,,
1161,1,20190710,AMD,33.79,,,
1161,1,20190711,AMD,33.06,,,
1161,1,20190712,AMD,33.21,,,
1161,1,20190715,AMD,34.39,,,
1161,1,20190716,AMD,33.85,,,
1161,1,20190717,AMD,33.6,,,
1161,1,20190718,AMD,33,,,
1161,1,20190719,AMD,32.51,,,
1161,1,20190722,AMD,32.85,,,
1161,1,20190723,AMD,33.49,,,
1161,1,20190724,AMD,34.11,,,
1161,1,20190725,AMD,33.67,,,
1161,1,20190726,AMD,34.02,,,
1161,1,20190729,AMD,33.48,,,
1161,1,20190730,AMD,33.87,,,
1161,1,20190731,AMD,30.45,,,
1161,1,20190801,AMD,29.86,,,
1161,1,20190802,AMD,29.44,,,
1161,1,20190805,AMD,27.99,,,
1161,1,20190806,AMD,28.86,,,
1161,1,20190807,AMD,29.19,,,
1161,1,20190808,AMD,33.92,,,
1161,1,20190809,AMD,34.19,,,
1161,1,20190812,AMD,32.43,,,
1161,1,20190813,AMD,32.11,,,
1161,1,20190814,AMD,30.24,,,
1161,1,20190815,AMD,29.67,,,
1161,1,20190816,AMD,31.18,,,
1161,1,20190819,AMD,31.48,,,
1161,1,20190820,AMD,30.72,,,
1161,1,20190821,AMD,31.7,,,
1161,1,20190822,AMD,31.9,,,
1161,1,20190823,AMD,29.54,,,
1161,1,20190826,AMD,30.28,,,
1161,1,20190827,AMD,30.2,,,
1161,1,20190828,AMD,30.78,,,
1161,1,20190829,AMD,31.45,,,
1161,1,20190830,AMD,31.45,,,
1161,1,20190903,AMD,30.9,,,
1161,1,20190904,AMD,30.95,,,
1161,1,20190905,AMD,31.5,,,
1161,1,20190906,AMD,30.56,,,
1161,1,20190909,AMD,30.5,,,
1161,1,20190910,AMD,30.23,,,
1161,1,20190911,AMD,29.76,,,
1161,1,20190912,AMD,30.21,,,
1161,1,20190913,AMD,30.69,,,
1161,1,20190916,AMD,30.83,,,
1161,1,20190917,AMD,30.99,,,
1161,1,20190918,AMD,30.42,,,
1161,1,20190919,AMD,30.29,,,
1161,1,20190920,AMD,30.05,,,
1161,1,20190923,AMD,30.64,,,
1161,1,20190924,AMD,29.52,,,
1161,1,20190925,AMD,29.54,,,
1161,1,20190926,AMD,29.47,,,
1161,1,20190927,AMD,28.72,,,
1161,1,20190930,AMD,28.99,,,
1161,1,20191001,AMD,28.76,,,
1161,1,20191002,AMD,28.31,,,
1161,1,20191003,AMD,28.68,,,
1161,1,20191004,AMD,29.01,,,
1161,1,20191007,AMD,28.93,,,
1161,1,20191008,AMD,28.23,,,
1161,1,20191009,AMD,28.46,,,
1161,1,20191010,AMD,28.38,,,
1161,1,20191011,AMD,29.75,,,
1161,1,20191014,AMD,30.53,,,
1161,1,20191015,AMD,30.72,,,
1161,1,20191016,AMD,30.81,,,
1161,1,20191017,AMD,31.14,,,
1161,1,20191018,AMD,30.97,,,
1161,1,20191021,AMD,32.03,,,
1161,1,20191022,AMD,31.51,,,
1161,1,20191023,AMD,31.36,,,
1161,1,20191024,AMD,31.72,,,
1161,1,20191025,AMD,32.71,,,
1161,1,20191028,AMD,33.69,,,
1161,1,20191029,AMD,33.03,,,
1161,1,20191030,AMD,33.13,,,
1161,1,20191031,AMD,33.93,,,
1161,1,20191101,AMD,34.89,,,
1161,1,20191104,AMD,36.29,,,
1161,1,20191105,AMD,36.15,,,
1161,1,20191106,AMD,35.93,,,
1161,1,20191107,AMD,36.28,,,
1161,1,20191108,AMD,36.29,,,
1161,1,20191111,AMD,36.31,,,
1161,1,20191112,AMD,36.71,,,
1161,1,20191113,AMD,37.52,,,
1161,1,20191114,AMD,38.35,,,
1161,1,20191115,AMD,38.56,,,
1161,1,20191118,AMD,39.88,,,
1161,1,20191119,AMD,41.29,,,
1161,1,20191120,AMD,40.98,,,
1161,1,20191121,AMD,39.52,,,
1161,1,20191122,AMD,39.15,,,
1161,1,20191125,AMD,39.79,,,
1161,1,20191126,AMD,38.99,,,
1161,1,20191127,AMD,39.41,,,
1161,1,20191129,AMD,39.15,,,
1161,1,20191202,AMD,38.73,,,
1161,1,20191203,AMD,38.9,,,
1161,1,20191204,AMD,39.69,,,
1161,1,20191205,AMD,39.62,,,
1161,1,20191206,AMD,39.63,,,
1161,1,20191209,AMD,38.93,,,
1161,1,20191210,AMD,39.44,,,
1161,1,20191211,AMD,39.47,,,
1161,1,20191212,AMD,42.59,,,
1161,1,20191213,AMD,41.15,,,
1161,1,20191216,AMD,42.35,,,
1161,1,20191217,AMD,42.77,,,
1161,1,20191218,AMD,42.3,,,
1161,1,20191219,AMD,42.83,,,
1161,1,20191220,AMD,44.15,,,
1161,1,20191223,AMD,45.46,,,
1161,1,20191224,AMD,46.54,,,
1161,1,20191226,AMD,46.63,,,
1161,1,20191227,AMD,46.18,,,
1161,1,20191230,AMD,45.52,,,
1161,1,20191231,AMD,45.86,,,
1161,1,20200102,AMD,49.1,,,
1161,1,20200103,AMD,48.6,,,
1161,1,20200106,AMD,48.39,,,
1161,1,20200107,AMD,48.25,,,
1161,1,20200108,AMD,47.83,,,
1161,1,20200109,AMD,48.97,,,
1161,1,20200110,AMD,48.165,,,
1161,1,20200113,AMD,48.745,,,
1161,1,20200114,AMD,48.21,,,
1161,1,20200115,AMD,48.545,,,
1161,1,20200116,AMD,49.77,,,
1161,1,20200117,AMD,50.93,,,
1161,1,20200121,AMD,51.05,,,
1161,1,20200122,AMD,51.43,,,
1161,1,20200123,AMD,51.71,,,
1161,1,20200124,AMD,50.35,,,
1161,1,20200127,AMD,49.26,,,
1161,1,20200128,AMD,50.53,,,
1161,1,20200129,AMD,47.51,,,
1161,1,20200130,AMD,48.78,,,
1161,1,20200131,AMD,47,,,
1161,1,20200203,AMD,48.02,,,
1161,1,20200204,AMD,49.45,,,
1161,1,20200205,AMD,49.84,,,
1161,1,20200206,AMD,49.32,,,
1161,1,20200207,AMD,49.73,,,
1161,1,20200210,AMD,52.26,,,
1161,1,20200211,AMD,53.8,,,
1161,1,20200212,AMD,53.89,,,
1161,1,20200213,AMD,54.53,,,
1161,1,20200214,AMD,55.31,,,
1161,1,20200218,AMD,56.89,,,
1161,1,20200219,AMD,58.9,,,
1161,1,20200220,AMD,57.27,,,
1161,1,20200221,AMD,53.28,,,
1161,1,20200224,AMD,49.12,,,
1161,1,20200225,AMD,47.57,,,
1161,1,20200226,AMD,47.49,,,
1161,1,20200227,AMD,44.01,,,
1161,1,20200228,AMD,45.48,,,
1161,1,20200302,AMD,47.46,,,
1161,1,20200303,AMD,46.75,,,
1161,1,20200304,AMD,50.11,,,
1161,1,20200305,AMD,48.11,,,
1161,1,20200306,AMD,48.59,,,
1161,1,20200309,AMD,43.27,,,
1161,1,20200310,AMD,45.38,,,
1161,1,20200311,AMD,45.7,,,
1161,1,20200312,AMD,39.01,,,
1161,1,20200313,AMD,43.9,,,
1161,1,20200316,AMD,38.71,,,
1161,1,20200317,AMD,41.88,,,
1161,1,20200318,AMD,39.12,,,
1161,1,20200319,AMD,39.82,,,
1161,1,20200320,AMD,39.61,,,
1161,1,20200323,AMD,41.64,,,
1161,1,20200324,AMD,46.22,,,
1161,1,20200325,AMD,44.63,,,
1161,1,20200326,AMD,47.5,,,
1161,1,20200327,AMD,46.58,,,
1161,1,20200330,AMD,47.86,,,
1161,1,20200331,AMD,45.48,,,
1161,1,20200401,AMD,43.66,,,
1161,1,20200402,AMD,44.49,,,
1161,1,20200403,AMD,42.59,,,
1161,1,20200406,AMD,47.52,,,
1161,1,20200407,AMD,47.56,,,
1161,1,20200408,AMD,48.79,,,
1161,1,20200409,AMD,48.38,,,
1161,1,20200413,AMD,50.94,,,
1161,1,20200414,AMD,54.93,,,
1161,1,20200415,AMD,54.99,,,
1161,1,20200416,AMD,56.95,,,
1161,1,20200417,AMD,56.6,,,
1161,1,20200420,AMD,56.97,,,
1161,1,20200421,AMD,52.92,,,
1161,1,20200422,AMD,55.92,,,
1161,1,20200423,AMD,55.9,,,
1161,1,20200424,AMD,56.18,,,
1161,1,20200427,AMD,56.49,,,
1161,1,20200428,AMD,55.51,,,
1161,1,20200429,AMD,53.66,,,
1161,1,20200430,AMD,52.39,,,
1161,1,20200501,AMD,49.88,,,
1161,1,20200504,AMD,52.56,,,
1161,1,20200505,AMD,52.19,,,
1161,1,20200506,AMD,52.16,,,
1161,1,20200507,AMD,51.95,,,
1161,1,20200508,AMD,53.19,,,
1161,1,20200511,AMD,55.74,,,
1161,1,20200512,AMD,53.76,,,
1161,1,20200513,AMD,52.18,,,
1161,1,20200514,AMD,54.51,,,
1161,1,20200515,AMD,54.2,,,
1161,1,20200518,AMD,54.59,,,
1161,1,20200519,AMD,55.47,,,
1161,1,20200520,AMD,56.39,,,
1161,1,20200521,AMD,54.65,,,
1161,1,20200522,AMD,55.17,,,
1161,1,20200526,AMD,53.19,,,
1161,1,20200527,AMD,52.74,,,
1161,1,20200528,AMD,51.74,,,
1161,1,20200529,AMD,53.8,,,
1161,1,20200601,AMD,53.63,,,
1161,1,20200602,AMD,53.54,,,
1161,1,20200603,AMD,52.73,,,
1161,1,20200604,AMD,52.63,,,
1161,1,20200605,AMD,53.1,,,
1161,1,20200608,AMD,52.97,,,
1161,1,20200609,AMD,56.39,,,
1161,1,20200610,AMD,57.44,,,
1161,1,20200611,AMD,52.83,,,
1161,1,20200612,AMD,53.5,,,
1161,1,20200615,AMD,54.68,,,
1161,1,20200616,AMD,54.46,,,
1161,1,20200617,AMD,54.55,,,
1161,1,20200618,AMD,54.04,,,
1161,1,20200619,AMD,54.23,,,
1161,1,20200622,AMD,54.76,,,
1161,1,20200623,AMD,53.99,,,
1161,1,20200624,AMD,52.39,,,
1161,1,20200625,AMD,51.93,,,
1161,1,20200626,AMD,50.1,,,
1161,1,20200629,AMD,50.28,,,
1161,1,20200630,AMD,52.61,,,
1161,1,20200701,AMD,52.58,,,
1161,1,20200702,AMD,52.34,,,
1161,1,20200706,AMD,53.4,,,
1161,1,20200707,AMD,52.93,,,
1161,1,20200708,AMD,53.43,,,
1161,1,20200709,AMD,57.255,,,
1161,1,20200710,AMD,55.88,,,
1161,1,20200713,AMD,53.59,,,
1161,1,20200714,AMD,54.72,,,
1161,1,20200715,AMD,55.34,,,
1161,1,20200716,AMD,54.92,,,
1161,1,20200717,AMD,55.04,,,
1161,1,20200720,AMD,57.46,,,
1161,1,20200721,AMD,57,,,
1161,1,20200722,AMD,61.79,,,
1161,1,20200723,AMD,59.57,,,
1161,1,20200724,AMD,69.4,,,
1161,1,20200727,AMD,68.97,,,
1161,1,20200728,AMD,67.61,,,
1161,1,20200729,AMD,76.09,,,
1161,1,20200730,AMD,78.2,,,
1161,1,20200731,AMD,77.43,,,
1161,1,20200803,AMD,77.67,,,
1161,1,20200804,AMD,85.04,,,
1161,1,20200805,AMD,85.31,,,
1161,1,20200806,AMD,86.71,,,
1161,1,20200807,AMD,84.85,,,
1161,1,20200810,AMD,82.24,,,
1161,1,20200811,AMD,76.88,,,
1161,1,20200812,AMD,82.61,,,
1161,1,20200813,AMD,81.84,,,
1161,1,20200814,AMD,81.3,,,
1161,1,20200817,AMD,82.42,,,
1161,1,20200818,AMD,81.66,,,
1161,1,20200819,AMD,81.09,,,
1161,1,20200820,AMD,82.77,,,
1161,1,20200821,AMD,83.81,,,
1161,1,20200824,AMD,83.08,,,
1161,1,20200825,AMD,86.35,,,
1161,1,20200826,AMD,86.02,,,
1161,1,20200827,AMD,83.8,,,
1161,1,20200828,AMD,85.55,,,
1161,1,20200831,AMD,90.82,,,
1161,1,20200901,AMD,92.18,,,
1161,1,20200902,AMD,90.22,,,
1161,1,20200903,AMD,82.54,,,
1161,1,20200904,AMD,82.01,,,
1161,1,20200908,AMD,78.69,,,
1161,1,20200909,AMD,81.91,,,
1161,1,20200910,AMD,78.98,,,
1161,1,20200911,AMD,76.34,,,
1161,1,20200914,AMD,77.9,,,
1161,1,20200915,AMD,78.93,,,
1161,1,20200916,AMD,76.66,,,
1161,1,20200917,AMD,76.55,,,
1161,1,20200918,AMD,74.93,,,
1161,1,20200921,AMD,77.94,,,
1161,1,20200922,AMD,77.7,,,
1161,1,20200923,AMD,74.73,,,
1161,1,20200924,AMD,75.82,,,
1161,1,20200925,AMD,78.055,,,
1161,1,20200928,AMD,79.48,,,
1161,1,20200929,AMD,81.77,,,
1161,1,20200930,AMD,81.99,,,
1161,1,20201001,AMD,84.86,,,
1161,1,20201002,AMD,81.8,,,
1161,1,20201005,AMD,86.15,,,
1161,1,20201006,AMD,84.48,,,
1161,1,20201007,AMD,86.69,,,
1161,1,20201008,AMD,86.51,,,
1161,1,20201009,AMD,83.1,,,
1161,1,20201012,AMD,84.29,,,
1161,1,20201013,AMD,85.28,,,
1161,1,20201014,AMD,84.21,,,
1161,1,20201015,AMD,83.13,,,
1161,1,20201016,AMD,83.17,,,
1161,1,20201019,AMD,82,,,
1161,1,20201020,AMD,81.56,,,
1161,1,20201021,AMD,79.2,,,
1161,1,20201022,AMD,79.42,,,
1161,1,20201023,AMD,81.96,,,
1161,1,20201026,AMD,82.23,,,
1161,1,20201027,AMD,78.88,,,
1161,1,20201028,AMD,76.4,,,
1161,1,20201029,AMD,78.02,,,
1161,1,20201030,AMD,75.29,,,
1161,1,20201102,AMD,74.7,,,
1161,1,20201103,AMD,76.58,,,
1161,1,20201104,AMD,81.35,,,
1161,1,20201105,AMD,83,,,
1161,1,20201106,AMD,85.88,,,
1161,1,20201109,AMD,83.12,,,
1161,1,20201110,AMD,77.99,,,
1161,1,20201111,AMD,81.28,,,
1161,1,20201112,AMD,81.84,,,
1161,1,20201113,AMD,81.43,,,
1161,1,20201116,AMD,83.73,,,
1161,1,20201117,AMD,83.36,,,
1161,1,20201118,AMD,82.54,,,
1161,1,20201119,AMD,85.54,,,
1161,1,20201120,AMD,84.64,,,
1161,1,20201123,AMD,85.31,,,
1161,1,20201124,AMD,85.07,,,
1161,1,20201125,AMD,86.71,,,
1161,1,20201127,AMD,87.19,,,
1161,1,20201130,AMD,92.66,,,
1161,1,20201201,AMD,92.63,,,
1161,1,20201202,AMD,93.74,,,
1161,1,20201203,AMD,92.31,,,
1161,1,20201204,AMD,94.04,,,
1161,1,20201207,AMD,94.07,,,
1161,1,20201208,AMD,92.92,,,
1161,1,20201209,AMD,89.83,,,
1161,1,20201210,AMD,91.66,,,
1161,1,20201211,AMD,91.65,,,
1161,1,20201214,AMD,94.78,,,
1161,1,20201215,AMD,97.12,,,
1161,1,20201216,AMD,96.85,,,
1161,1,20201217,AMD,96.84,,,
1161,1,20201218,AMD,95.92,,,
1161,1,20201221,AMD,93.23,,,
1161,1,20201222,AMD,93.16,,,
1161,1,20201223,AMD,91.55,,,
1161,1,20201224,AMD,91.81,,,
1161,1,20201228,AMD,91.6,,,
1161,1,20201229,AMD,90.62,,,
1161,1,20201230,AMD,92.29,,,
1161,1,20201231,AMD,91.71,,,
1161,1,20210104,AMD,92.3,,,
1161,1,20210105,AMD,92.77,,,
1161,1,20210106,AMD,90.33,,,
1161,1,20210107,AMD,95.16,,,
1161,1,20210108,AMD,94.58,,,
1161,1,20210111,AMD,97.25,,,
1161,1,20210112,AMD,95.355,,,
1161,1,20210113,AMD,91.78,,,
1161,1,20210114,AMD,90.79,,,
1161,1,20210115,AMD,88.21,,,
1161,1,20210119,AMD,89.45,,,
1161,1,20210120,AMD,88.75,,,
1161,1,20210121,AMD,91.53,,,
1161,1,20210122,AMD,92.79,,,
1161,1,20210125,AMD,94.13,,,
1161,1,20210126,AMD,94.71,,,
1161,1,20210127,AMD,88.84,,,
1161,1,20210128,AMD,87.52,,,
1161,1,20210129,AMD,85.64,,,
1161,1,20210201,AMD,87.66,,,
1161,1,20210202,AMD,88.86,,,
1161,1,20210203,AMD,87.89,,,
1161,1,20210204,AMD,87.84,,,
1161,1,20210205,AMD,87.9,,,
1161,1,20210208,AMD,91.47,,,
1161,1,20210209,AMD,90.91,,,
1161,1,20210210,AMD,92.35,,,
1161,1,20210211,AMD,92.66,,,
1161,1,20210212,AMD,93.77,,,
1161,1,20210216,AMD,91.46,,,
1161,1,20210217,AMD,89.94,,,
1161,1,20210218,AMD,88.64,,,
1161,1,20210219,AMD,89.58,,,
1161,1,20210222,AMD,85.37,,,
1161,1,20210223,AMD,84.74,,,
1161,1,20210224,AMD,86.94,,,
1161,1,20210225,AMD,82.42,,,
1161,1,20210226,AMD,84.51,,,
1161,1,20210301,AMD,86.39,,,
1161,1,20210302,AMD,84.13,,,
1161,1,20210303,AMD,80.86,,,
1161,1,20210304,AMD,77.75,,,
1161,1,20210305,AMD,78.52,,,
1161,1,20210308,AMD,73.96,,,
1161,1,20210309,AMD,78.53,,,
1161,1,20210310,AMD,77.52,,,
1161,1,20210311,AMD,81.23,,,
1161,1,20210312,AMD,81.05,,,
1161,1,20210315,AMD,82.5,,,
1161,1,20210316,AMD,82.75,,,
1161,1,20210317,AMD,82.63,,,
1161,1,20210318,AMD,78.12,,,
1161,1,20210319,AMD,79.06,,,
1161,1,20210322,AMD,80.3,,,
1161,1,20210323,AMD,78.38,,,
1161,1,20210324,AMD,76.48,,,
1161,1,20210325,AMD,76.22,,,
1161,1,20210326,AMD,77.41,,,
1161,1,20210329,AMD,77.14,,,
1161,1,20210330,AMD,76,,,
1161,1,20210331,AMD,78.5,,,
1161,1,20210401,AMD,81.09,,,
1161,1,20210405,AMD,81.43,,,
1161,1,20210406,AMD,81.44,,,
1161,1,20210407,AMD,82.2,,,
1161,1,20210408,AMD,83.35,,,
1161,1,20210409,AMD,82.76,,,
1161,1,20210412,AMD,78.58,,,
1161,1,20210413,AMD,80.19,,,
1161,1,20210414,AMD,78.55,,,
1161,1,20210415,AMD,83.01,,,
1161,1,20210416,AMD,82.15,,,
1161,1,20210419,AMD,81.11,,,
1161,1,20210420,AMD,79.27,,,
1161,1,20210421,AMD,81.61,,,
1161,1,20210422,AMD,79.06,,,
1161,1,20210423,AMD,82.76,,,
1161,1,20210426,AMD,85.41,,,
1161,1,20210427,AMD,85.21,,,
1161,1,20210428,AMD,84.02,,,
1161,1,20210429,AMD,83.91,,,
1161,1,20210430,AMD,81.62,,,
1161,1,20210503,AMD,78.55,,,
1161,1,20210504,AMD,78.61,,,
1161,1,20210505,AMD,77.83,,,
1161,1,20210506,AMD,77.89,,,
1161,1,20210507,AMD,78.81,,,
1161,1,20210510,AMD,75.99,,,
1161,1,20210511,AMD,76.83,,,
1161,1,20210512,AMD,74.64,,,
1161,1,20210513,AMD,73.09,,,
1161,1,20210514,AMD,74.59,,,
1161,1,20210517,AMD,74.65,,,
1161,1,20210518,AMD,74.44,,,
1161,1,20210519,AMD,76.23,,,
1161,1,20210520,AMD,78.06,,,
1161,1,20210521,AMD,77.17,,,
1161,1,20210524,AMD,77.44,,,
1161,1,20210525,AMD,77.86,,,
1161,1,20210526,AMD,78.34,,,
1161,1,20210527,AMD,78.42,,,
1161,1,20210528,AMD,80.08,,,
1161,1,20210601,AMD,80.81,,,
1161,1,20210602,AMD,81.97,,,
1161,1,20210603,AMD,80.28,,,
1161,1,20210604,AMD,81.58,,,
1161,1,20210607,AMD,81.35,,,
1161,1,20210608,AMD,80.89,,,
1161,1,20210609,AMD,79.96,,,
1161,1,20210610,AMD,81.56,,,
1161,1,20210611,AMD,81.31,,,
1161,1,20210614,AMD,81.55,,,
1161,1,20210615,AMD,80.47,,,
1161,1,20210616,AMD,80.11,,,
1161,1,20210617,AMD,84.56,,,
1161,1,20210618,AMD,84.65,,,
1161,1,20210621,AMD,82.59,,,
1161,1,20210622,AMD,83.58,,,
1161,1,20210623,AMD,83.82,,,
1161,1,20210624,AMD,86.1,,,
1161,1,20210625,AMD,85.62,,,
1161,1,20210628,AMD,87.08,,,
1161,1,20210629,AMD,89.52,,,
1161,1,20210630,AMD,93.93,,,
1161,1,20210701,AMD,93.31,,,
1161,1,20210702,AMD,94.7,,,
1161,1,20210706,AMD,94.47,,,
1161,1,20210707,AMD,90.54,,,
1161,1,20210708,AMD,89.74,,,
1161,1,20210709,AMD,90.9,,,
1161,1,20210712,AMD,90.81,,,
1161,1,20210713,AMD,90.26,,,
